,input,true,prediction
1595,mattancheri,மட்டன்சேரி,"மட்டன்சேரி
"
1596,vidhdhiyaa,வித்தியா,"வித்தியா
"
1597,noolagaththil,நூலகத்தில்,"நூலகத்தில்
"
1598,sailaja,சைலஜா,"சைலாஜா
"
1599,rancho,ரான்சோ,"ரா்்சோ
"
1600,visaeshamaana,விசேஷமான,"விசேஷமான
"
1601,pannirandaam,பன்னிரண்டாம்,"பண்ணிறண்டாம்
"
1602,mathura,மதுரா,"மதுரா
"
1603,katchikalai,கட்சிகளை,"கட்சிகளை
"
1604,manatil,அடி,மனடிலில்
1605,kaiyal,கையாள்,"கையால்
"
1606,magilchchiyum,மகிழ்ச்சியும்,"மகில்ச்சியும்
"
1607,skotch,ஸ்காட்ச்,"ச்கோட்ச்
"
1608,anuppiulladhu,அனுப்பியுள்ளது,"அனுப்பிபுள்ளது
"
1609,bogi,போகி,"போகி
"
1610,panakkaararkal,பணக்காரர்கள்,"பணக்காரர்கள்
"
1611,veliyidavillai,வெளியிடவில்லை,"வெளியிடவில்லை
"
1612,sanggaththirku,சங்கத்திற்கு,"சங்கத்திற்கு
"
1613,ezhuvadhudhaan,எழுவதுதான்,"எழுவதுதான்
"
1614,neerittaal,நேரிட்டால்,"நீரிட்டால்
"
1615,kovalanum,கோவலனும்,"கொவலனும்
"
1616,eeduppattathaaga,ஈடுபட்டதாக,"ஈடுப்பட்டதாக
"
1617,sateesh,சதீஷ்,"சதேஷ்
"
1618,malaiyadivaaraththil,மலையடிவாரத்தில்,"மலையடிவாரத்தில்
"
1619,maattruvadhai,மாற்றுவதை,"மாற்றுவதை
"
1620,kadithangalum,கடிதங்களும்,"கடிதங்களும்
"
1621,seithadhai,செய்ததை,"செய்ததை
"
1622,jharkhand,ஜார்க்கண்ட்,ஜர்க்்்்்்
1623,ahmadabadil,அகமதாபாத்தில்,"ஹம்தாடதில்
"
1624,iqbal,இக்பால்,"இக்பால்
"
1625,blackburn,பிளேக்பர்ன்,"பிளாக்பபப்ன்
"
1626,sivadhaanuvai,சிவதாணுவை,"சிவதானுவை
"
1627,aneetaa,அனிதா,"அநீடா
"
1628,sehgal,செகல்,"சேகல்
"
1629,periyathaaka,பெரியதாக,"பெரியதாக
"
1630,kameoo,கேமியோ,"கமமூ
"
1631,saaththiyamaa,சாத்தியமா,"சாத்தியமா
"
1632,avalaith,அவளைத்,"அவலைத்
"
1633,thadutthaar,தடுத்தார்,"தடுத்தார்
"
1634,works,வொர்க்ஸ்,"வார்க்
்
"
1635,pittman,பிட்மேன்,"பிட்டம்்
"
1636,veetirkuch,வீட்டிற்குச்,"வீடிற்குச்
"
1637,barrett,பாரெட்,பார்ரடட்ட
1638,inam,இனம்,"இனம்
"
1639,baiswar,பைஸ்வார்,பைச்வார்
1640,nalwa,நல்வா,"நா்வா
"
1641,yerpadum,ஏற்படும்,"யர்படும்
"
1642,cheythavaruku,செய்தவருக்கு,செய்தவருகுகு
1643,palaathkaara,பலாத்கார,"பலாத்கார
"
1644,inthiyaavai,இந்தியாவை,"இந்தியாவை
"
1645,dhurkkai,துர்க்கை,"துர்க்கை
"
1646,periyavaraaga,பெரியவராக,"பெரியவராக
"
1647,corqa,கார்க்,"கோர்கா
"
1648,irukik,இறுகிக்,"இருகிக்
"
1649,nuraiyeeralin,நுரையீரலின்,"நுரையீரலின்
"
1650,sevvaai,செவ்வாய்,"சேவ்வாய்
"
1651,winter,வின்டர்,"விண்டர்
"
1652,nulainththanar,நுழைந்தனர்,"நுளைந்தனர்
"
1653,valaigutaa,வளைகுடா,"வலைகுடாடா
"
1654,serbiyaa,செர்பியா,"செர்பியா
"
1655,kuliththa,குளித்த,"குளித்த
"
1656,vaei,வேய்,"வேய்
"
1657,vaakanangkalaiyum,வாகனங்களையும்,"வாகணங்களையும்
"
1658,thunindhu,துணிந்து,"துணிந்து
"
1659,thamizhagatthai,தமிழகத்தை,"தமிழகத்தை
"
1660,chairil,சேரில்,"சைரில்
"
1661,padaitthanar,படைத்தனர்,"படைத்தனர்
"
1662,bhatt,பட்,பா்்ட
1663,gouud,குட்,"கோடு்
"
1664,aisvaryanggalaiyum,ஐஸ்வர்யங்களையும்,"ச்்வர்யங்களையும்
"
1665,vitayangkalai,விடயங்களை,"விட்டங்களை
"
1666,waseem,வாசீம்,"வாசீம்
"
1667,sakkarangalai,சக்கரங்களை,"சக்கரங்களை
"
1668,youth,யூத்,"யூத்
"
1669,payirgalilum,பயிர்களிலும்,"பயிர்களிலும்
"
1670,pirappikkaadhadhaal,பிறப்பிக்காததால்,"பிரப்பிக்காததால்
"
1671,yogan,யோகன்,"யோகன்
"
1672,mauuhammad,முஹம்மத்,"முஹம்மா்
"
1673,kurukkum,குறுக்கும்,"குருக்கும்
"
1674,yikkuraiyaippokkum,இக்குறையைப்போக்கும்,"யிக்குரையைப்போக்கும்
"
1675,viliyam,வில்லியம்,"விளியம்
"
1676,baava,பாவ,"பாவ
"
1677,thiyaagaraaja,தியாகராஜ,"தியாகராஜ
"
1678,tide,டைட்,"திடே
"
1679,pump,பம்ப்,"பும்ப்
"
1680,maadhulai,மாதுளை,"மாதுலை
"
1681,pakaa,பகா,"பகா
"
1682,maattramadaiyum,மாற்றமடையும்,"மாற்றமடையும்
"
1683,paeraasiriyarum,பேராசிரியரும்,"பேராசிரியரும்
"
1684,sheopur,ஷியோபுர்,"ஷீயோபுர்
"
1685,virpannarpolap,விற்பன்னர்போலப்,"விற்பண்ணர்பொலப்
"
1686,kora,கோர,"கொரா
"
1687,qey,சாவி,"ஜெய்
"
1688,jolyan,ஜாலியன்,"ஜோலியான்
"
1689,thayarippadhundu,தயாரிப்பதுண்டு,"தயறிப்பதுண்டு
"
1690,naaz,நாஸ்,"நாழ்
"
1691,eerugalai,ஈறுகளை,"ஈருகளை
"
1692,kaaniyilladhavarukku,காணியில்லாதவருக்கு,"காணியில்லதவருக்கு
ு
"
1693,malarkalaik,மலர்களைக்,"மலர்களைக்
"
1694,poruththathu,பொறுத்தது,"பொருத்தது
"
1695,anuppiyullathu,அனுப்பியுள்ளது,"அனுப்பியுள்ளது
"
1696,porumaiyai,பொறுமையை,"பொருமையை
"
1697,yematraththukkum,ஏமாற்றத்துக்கும்,"யமட்தத்துக்கும்
"
1698,sunteck,சன்டெக்,"சுண்டக்க்
"
1699,vaangkappattu,வாங்கப்பட்டு,"வாங்கப்பட்டு
"
1700,alikkappattirundhadhu,அளிக்கப்பட்டிருந்தது,"அளிக்கப்பட்டிருந்தது
"
1701,baeebeel,பாபேல்,"பேபீல்
"
1702,puutaan,பூடான்,"பூடான்
"
1703,unavugalaiyum,உணவுகளையும்,"உணவுகளையும்
"
1704,piranthirunthathaagavum,பிறந்திருந்ததாகவும்,"பிந்திருந்ததாகவும்
"
1705,poruppetra,பொறுப்பேற்ற,"பொறுப்பெற்ற
"
1706,parichchaiai,பரிச்சையை,"பரிச்சையை
"
1707,willis,வில்லீஸ்,"வில்லி்்
"
1708,aankalaik,ஆண்களைக்,"ஆங்களைக்
"
1709,titan,டிடான்,"திட்டன்
"
1710,munivargalagiya,முனிவர்களாகிய,"முனிவர்களகிய
"
1711,pesinoom,பேசினோம்,"பெசினூம்
"
1712,kuupduvoom,கூப்டுவோம்,"குப்டுவூம்
"
1713,kanavaanathu,கணவனது,"கணவானது
"
1714,thudiththirunthaal,துடித்திருந்தால்,"துடித்திருந்தால்
"
1715,qorq,கார்க்,"கோர்க்
"
1716,nalla,நல்ல,"நல்லா
"
1717,nokip,நோக்கிப்,"நோக்கிப்
"
1718,santharppam,சந்தர்ப்பம்,"சந்தர்ப்பம்
"
1719,johnson,ஜான்சன்,"ஜோஹ்னன்்
"
1720,sinhaa,சின்ஹா,"சின்ாா
"
1721,cumbaththin,கம்பத்தின்,"கும்பத்தின்
"
1722,senguththaana,செங்குத்தான,"செங்குத்தான
"
1723,thodarnthaal,தொடர்ந்தால்,"தொடர்ந்தால்
"
1724,ivatrukkum,இவற்றுக்கும்,"இவற்றுக்கும்
"
1725,rendaam,ரேண்டம்,"ரெண்டாம்
"
1726,tamilagaththilum,தமிழகத்திலும்,"தமிழகத்திலும்
"
1727,koottamum,கூட்டமும்,"கூட்டமும்
"
1728,poakkuvaraththil,போக்குவரத்தில்,"போக்குவரத்தில்
"
1729,suththappaduththum,சுத்தப்படுத்தும்,"சுத்தப்படுத்தும்
"
1730,emmai,எம்மை,"எம்மை
"
1731,sangamikkum,சங்கமிக்கும்,"சங்கமிக்கும்
"
1732,hexaware,ஹெக்சாவேர்,"ஹெக்காவரர
"
1733,polutu,படிக்கும்,பொலுட்டு
1734,ambedkar,அம்பேத்கர்,"அம்பெட்கர்
"
1735,kanamazhaiyaal,கனமழையால்,"கணமழையால்
"
1736,salazar,சலாசார்,"சலலர்்
"
1737,rings,ரிங்ஸ்,"ரிங்க்
"
1738,valangkuvathutan,வழங்குவதுடன்,"வலங்குவதுடன்
"
1739,natureview,நேச்சர்வியு,"நட்டரரரவவவ
"
1740,visaarikka,வழக்கு,"விசாரிக்க
"
1741,aranoolgalaana,அறநூல்களான,"அரநூல்களான
"
1742,dhanbad,தன்பாத்,"தன்பட்
"
1743,nainital,நைநிடால்,"நைனிட்டல
"
1744,pottuth,போட்டுத்,"பொட்டுத்
"
1745,kayitrin,கயிற்றின்,"கயிட்தின்
"
1746,uttarakhand,உத்தராகண்ட்,"உட்டரக்்ண்ட்
"
1747,veettilae,வீட்டிலே,"வீட்டிலே
"
1748,odiissey,ஒடிசி,"ஒடிச்செய்
"
1749,kitaikkaatu,கிடைக்காது,"கிடைக்காடு
"
1750,manuththaakkal,மனுத்தாக்கல்,"மனுத்தாக்கள்
"
1751,erinththu,எரிந்து,"எரிந்து
"
1752,baee,பை,"பே
"
1753,anuppia,அனுப்பிய,"அனுப்பியா
"
1754,oppandhaththil,ஒப்பந்தத்தில்,"ஒப்பந்தத்தில்
"
1755,arumai,அருமை,"அருமை
"
1756,magaa,மகா,"மகா
"
